SNo,ObservationDate,Province/State,Country/Region,Confirmed,Deaths,Recovered
3538,05/27/2021,Goa,India,152401,2538,134164
3539,05/28/2021,Goa,India,153456,2570,135560
3540,05/29/2021,Goa,India,154419,2597,136766
3541,06/10/2020,Gujarat,India,21014,1313,14365
3542,06/11/2020,Gujarat,India,22032,1385,15101
3543,06/12/2020,Gujarat,India,22032,1385,15101
3544,06/13/2020,Gujarat,India,22527,1415,15493
3545,06/14/2020,Gujarat,India,23038,1448,15883
3546,06/15/2020,Gujarat,India,24055,1505,16664
3547,06/16/2020,Gujarat,India,24577,1533,17082
3548,06/17/2020,Gujarat,India,25093,1560,17430
3549,06/18/2020,Gujarat,India,25601,1591,17819
3550,06/19/2020,Gujarat,India,26141,1618,18159
3551,06/20/2020,Gujarat,India,26680,1638,18694
3552,06/21/2020,Gujarat,India,27260,1663,19349
3553,06/22/2020,Gujarat,India,27825,1684,19909
3554,06/23/2020,Gujarat,India,28371,1710,20513
3555,06/24/2020,Gujarat,India,28943,1735,21088
3556,06/25/2020,Gujarat,India,29520,1753,21498
3557,06/26/2020,Gujarat,India,30095,1771,22030
3558,06/27/2020,Gujarat,India,30709,1789,22409
3559,06/28/2020,Gujarat,India,31320,1808,22800
3560,06/29/2020,Gujarat,India,31938,1827,23240
3561,06/30/2020,Gujarat,India,32557,1846,23662
3562,07/01/2020,Gujarat,India,33232,1867,24030
3563,07/02/2020,Gujarat,India,33913,1886,24593
3564,07/03/2020,Gujarat,India,34600,1904,24933
3565,07/04/2020,Gujarat,India,35312,1925,25406
3566,07/05/2020,Gujarat,India,36037,1943,25892
3567,07/06/2020,Gujarat,India,36772,1960,26315
3568,07/07/2020,Gujarat,India,37550,1977,26720
3569,07/08/2020,Gujarat,India,38333,1993,27289
3570,07/09/2020,Gujarat,India,39194,2008,27718
3571,07/10/2020,Gujarat,India,40069,2022,28147
3572,07/11/2020,Gujarat,India,40941,2032,28649
3573,07/12/2020,Gujarat,India,41820,2045,29162
3574,07/13/2020,Gujarat,India,42722,2055,29770
3575,07/14/2020,Gujarat,India,43637,2069,30503
3576,07/15/2020,Gujarat,India,44552,2079,31286
3577,07/16/2020,Gujarat,India,45481,2089,32103
3578,07/17/2020,Gujarat,India,46430,2106,32973
3579,07/18/2020,Gujarat,India,47390,2122,34035
3580,07/19/2020,Gujarat,India,48355,2142,34901
3581,07/20/2020,Gujarat,India,49353,2162,35678
3582,07/21/2020,Gujarat,India,50379,2196,36423
3583,07/22/2020,Gujarat,India,51399,2224,37260
3584,07/23/2020,Gujarat,India,52477,2252,37978
3585,07/24/2020,Gujarat,India,53545,2278,38849
3586,07/25/2020,Gujarat,India,54626,2300,39631
3587,07/26/2020,Gujarat,India,55822,2326,40365
3588,07/27/2020,Gujarat,India,56874,2348,41380
3589,07/28/2020,Gujarat,India,56874,2348,41380
3590,07/29/2020,Gujarat,India,59126,2396,43195
3591,07/30/2020,Gujarat,India,60285,2418,44074
3592,07/31/2020,Gujarat,India,61438,2441,44907
3593,08/01/2020,Gujarat,India,62463,2464,45699
3594,08/02/2020,Gujarat,India,63562,2486,46504
3595,08/03/2020,Gujarat,India,64585,2508,47478
3596,08/04/2020,Gujarat,India,65599,2533,48376
3597,08/05/2020,Gujarat,India,66669,2556,49433
3598,08/06/2020,Gujarat,India,67699,2583,50350
3599,08/07/2020,Gujarat,India,68768,2605,51720
3600,08/08/2020,Gujarat,India,69869,2628,52855
3601,08/09/2020,Gujarat,India,70965,2652,54166
3602,08/10/2020,Gujarat,India,72031,2672,55304
3603,08/11/2020,Gujarat,India,73163,2695,56444
3604,08/12/2020,Gujarat,India,74318,2713,57421
3605,08/13/2020,Gujarat,India,75408,2731,58467
3606,08/14/2020,Gujarat,India,76480,2746,59538
3607,08/15/2020,Gujarat,India,77559,2765,60553
3608,08/16/2020,Gujarat,India,78680,2785,61512
3609,08/17/2020,Gujarat,India,79710,2800,62595
3610,08/18/2020,Gujarat,India,80802,2820,63703
3611,08/19/2020,Gujarat,India,81942,2837,64823
3612,08/20/2020,Gujarat,India,83109,2853,65946
3613,08/21/2020,Gujarat,India,84311,2867,67267
3614,08/22/2020,Gujarat,India,85523,2881,68243
3615,08/23/2020,Gujarat,India,86624,2895,69212
3616,08/24/2020,Gujarat,India,87691,2908,70231
3617,08/25/2020,Gujarat,India,88805,2928,71236
3618,08/26/2020,Gujarat,India,89994,2945,72282
3619,08/27/2020,Gujarat,India,91179,2962,73475
3620,08/28/2020,Gujarat,India,92452,2976,74525
3621,08/29/2020,Gujarat,India,93734,2989,75636
3622,08/30/2020,Gujarat,India,95009,3006,76731
3623,08/31/2020,Gujarat,India,96300,3020,77756
3624,09/01/2020,Gujarat,India,97629,3034,78887
3625,09/02/2020,Gujarat,India,98888,3046,79929
3626,09/03/2020,Gujarat,India,100213,3062,81055
3627,09/04/2020,Gujarat,India,101533,3076,82273
3628,09/05/2020,Gujarat,India,102844,3091,83419
3629,09/06/2020,Gujarat,India,104179,3105,84631
3630,09/07/2020,Gujarat,India,105509,3120,85907
3631,09/08/2020,Gujarat,India,106804,3133,87352
3632,09/09/2020,Gujarat,India,108133,3149,88688
3633,09/10/2020,Gujarat,India,109465,3164,90103
3634,09/11/2020,Gujarat,India,110809,3180,91343
3635,09/12/2020,Gujarat,India,112174,3195,92678
3636,09/13/2020,Gujarat,India,113500,3210,93883
3637,09/14/2020,Gujarat,India,113500,3210,93883
3638,09/15/2020,Gujarat,India,116183,3244,96582
3639,09/16/2020,Gujarat,India,117547,3256,98029
3640,09/17/2020,Gujarat,India,118926,3270,99681
3641,09/18/2020,Gujarat,India,120336,3286,100974
3642,09/19/2020,Gujarat,India,121768,3302,102444
3643,09/20/2020,Gujarat,India,123175,3319,103648
3644,09/21/2020,Gujarat,India,124605,3336,104964
3645,09/22/2020,Gujarat,India,126007,3352,106285
3646,09/23/2020,Gujarat,India,127379,3367,107574
3647,09/24/2020,Gujarat,India,128787,3381,109079
3648,09/25/2020,Gujarat,India,130229,3393,110358
3649,09/26/2020,Gujarat,India,131646,3406,111777
3650,09/27/2020,Gujarat,India,133057,3416,113008
3651,09/28/2020,Gujarat,India,134461,3428,114344
3652,09/29/2020,Gujarat,India,135842,3439,115727
3653,09/30/2020,Gujarat,India,137232,3450,117099
3654,10/01/2020,Gujarat,India,138583,3460,118433
3655,10/02/2020,Gujarat,India,139893,3475,119683
3656,10/03/2020,Gujarat,India,141236,3487,120987
3657,10/04/2020,Gujarat,India,142538,3496,122233
3658,10/05/2020,Gujarat,India,143865,3509,123638
3659,10/06/2020,Gujarat,India,145200,3519,125111
3660,10/07/2020,Gujarat,India,146673,3531,126657
3661,10/08/2020,Gujarat,India,147789,3538,127786
3662,10/09/2020,Gujarat,India,149032,3547,129304
3663,10/10/2020,Gujarat,India,150253,3557,130760
3664,10/11/2020,Gujarat,India,151434,3566,132173
3665,10/12/2020,Gujarat,India,152603,3574,133615
3666,10/13/2020,Gujarat,India,153761,3584,134990
3667,10/14/2020,Gujarat,India,154936,3595,136404
3668,10/15/2020,Gujarat,India,156121,3606,137733
3669,10/16/2020,Gujarat,India,157312,3617,139012
3670,10/17/2020,Gujarat,India,158473,3626,140282
3671,10/18/2020,Gujarat,India,159564,3635,141515
3672,10/19/2020,Gujarat,India,160560,3643,142662
3673,10/20/2020,Gujarat,India,161686,3651,143790
3674,10/21/2020,Gujarat,India,162823,3660,144970
3675,10/22/2020,Gujarat,India,163959,3667,146171
3676,10/23/2020,Gujarat,India,165071,3673,147435
3677,10/24/2020,Gujarat,India,166092,3679,148448
3678,10/25/2020,Gujarat,India,167011,3686,149411
3679,10/26/2020,Gujarat,India,167919,3690,150513
3680,10/27/2020,Gujarat,India,168911,3695,151751
3681,10/28/2020,Gujarat,India,169891,3701,152858
3682,10/29/2020,Gujarat,India,170878,3705,153941
3683,10/30/2020,Gujarat,India,171847,3711,154968
3684,10/31/2020,Gujarat,India,172782,3716,155982
3685,11/01/2020,Gujarat,India,173642,3721,157110
3686,11/02/2020,Gujarat,India,174517,3725,158114
3687,11/03/2020,Gujarat,India,175471,3731,159311
3688,11/04/2020,Gujarat,India,176446,3737,160333
3689,11/05/2020,Gujarat,India,177436,3744,161388
3690,11/06/2020,Gujarat,India,178471,3748,162709
3691,11/07/2020,Gujarat,India,179517,3753,163640
3692,11/08/2020,Gujarat,India,180537,3760,164459
3693,11/09/2020,Gujarat,India,181508,3765,165452
3694,11/10/2020,Gujarat,India,182557,3770,166331
3695,11/11/2020,Gujarat,India,183682,3776,167683
3696,11/12/2020,Gujarat,India,184964,3785,168858
3697,11/13/2020,Gujarat,India,186116,3791,169936
3698,11/14/2020,Gujarat,India,187240,3797,170931
3699,11/15/2020,Gujarat,India,188310,3803,171932
3700,11/16/2020,Gujarat,India,189236,3808,172972
3701,11/17/2020,Gujarat,India,190361,3815,174088
3702,11/18/2020,Gujarat,India,191642,3823,175362
3703,11/19/2020,Gujarat,India,192982,3830,176475
3704,11/20/2020,Gujarat,India,194402,3837,177515
3705,11/21/2020,Gujarat,India,195917,3846,178786
3706,11/22/2020,Gujarat,India,197412,3859,179953
3707,11/23/2020,Gujarat,India,198899,3876,181187
3708,11/24/2020,Gujarat,India,200409,3892,182473
3709,11/25/2020,Gujarat,India,201949,3906,183756
3710,11/26/2020,Gujarat,India,203509,3922,185058
3711,11/27/2020,Gujarat,India,205116,3938,186446
3712,11/28/2020,Gujarat,India,206714,3953,187969
3713,11/29/2020,Gujarat,India,208278,3969,189420
3714,11/30/2020,Gujarat,India,209780,3989,190821
3715,12/01/2020,Gujarat,India,211257,4004,192368
3716,12/02/2020,Gujarat,India,212769,4018,193938
3717,12/03/2020,Gujarat,India,214309,4031,195365
3718,12/04/2020,Gujarat,India,215819,4049,196992
3719,12/05/2020,Gujarat,India,217333,4064,198527
3720,12/06/2020,Gujarat,India,218788,4081,200012
3721,12/07/2020,Gujarat,India,220168,4095,201580
3722,12/08/2020,Gujarat,India,221493,4110,203111
3723,12/09/2020,Gujarat,India,222811,4123,204661
3724,12/10/2020,Gujarat,India,224081,4135,206126
3725,12/11/2020,Gujarat,India,225304,4148,207529
3726,12/12/2020,Gujarat,India,226508,4160,208867
3727,12/13/2020,Gujarat,India,227683,4171,210214
3728,12/14/2020,Gujarat,India,228803,4182,211603
3729,12/15/2020,Gujarat,India,229913,4193,212839
3730,12/16/2020,Gujarat,India,231073,4203,214223
3731,12/17/2020,Gujarat,India,232188,4211,215528
3732,12/18/2020,Gujarat,India,233263,4220,216683
3733,12/19/2020,Gujarat,India,234289,4227,217935
3734,12/20/2020,Gujarat,India,235299,4234,219125
3735,12/21/2020,Gujarat,India,236259,4241,220393
3736,12/22/2020,Gujarat,India,237247,4248,221602
3737,12/23/2020,Gujarat,India,238205,4254,222911
3738,12/24/2020,Gujarat,India,239195,4262,224092
3739,12/25/2020,Gujarat,India,240105,4268,225206
3740,12/26/2020,Gujarat,India,240995,4275,226208
3741,12/27/2020,Gujarat,India,241845,4282,227128
3742,12/28/2020,Gujarat,India,242655,4288,228144
3743,12/29/2020,Gujarat,India,243459,4295,229143
3744,12/30/2020,Gujarat,India,244258,4302,229977
3745,12/31/2020,Gujarat,India,244258,4302,229977
3746,01/01/2021,Gujarat,India,245038,4306,230893
3747,01/02/2021,Gujarat,India,246513,4314,232722
3748,01/03/2021,Gujarat,India,247228,4318,233660
3749,01/04/2021,Gujarat,India,247926,4321,234558
3750,01/05/2021,Gujarat,India,248581,4325,235426
3751,01/06/2021,Gujarat,India,249246,4329,236323
3752,01/07/2021,Gujarat,India,249913,4332,237222
3753,01/08/2021,Gujarat,India,249913,4332,237222
3754,01/09/2021,Gujarat,India,251273,4340,238965
3755,01/10/2021,Gujarat,India,251944,4344,239771
3756,01/11/2021,Gujarat,India,252559,4347,240517
3757,01/12/2021,Gujarat,India,253161,4350,241372
3758,01/13/2021,Gujarat,India,253744,4354,242164
3759,01/14/2021,Gujarat,India,254314,4357,242901
3760,01/15/2021,Gujarat,India,254849,4360,243639
3761,01/16/2021,Gujarat,India,255354,4363,244403
3762,01/17/2021,Gujarat,India,255872,4365,245107
3763,01/18/2021,Gujarat,India,256367,4367,245807
3764,01/19/2021,Gujarat,India,256852,4369,246516
3765,01/20/2021,Gujarat,India,257342,4371,247223
3766,01/21/2021,Gujarat,India,257813,4372,247950
3767,01/22/2021,Gujarat,India,258264,4374,248650
3768,01/23/2021,Gujarat,India,258687,4375,249352
3769,01/24/2021,Gujarat,India,259097,4376,250056
3770,01/25/2021,Gujarat,India,259487,4379,250763
3771,01/26/2021,Gujarat,India,259867,4381,251400
3772,01/27/2021,Gujarat,India,260220,4382,251862
3773,01/28/2021,Gujarat,India,260566,4384,252464
3774,01/29/2021,Gujarat,India,260901,4385,252927
3775,01/30/2021,Gujarat,India,261224,4387,253368
3776,01/31/2021,Gujarat,India,261540,4387,253703
3777,02/01/2021,Gujarat,India,261838,4388,254109
3778,02/02/2021,Gujarat,India,262123,4389,254531
3779,02/03/2021,Gujarat,India,262406,4391,255059
3780,02/04/2021,Gujarat,India,262681,4392,255489
3781,02/05/2021,Gujarat,India,262948,4393,255914
3782,02/06/2021,Gujarat,India,263200,4394,256315
3783,02/07/2021,Gujarat,India,263444,4395,256670
3784,02/08/2021,Gujarat,India,263676,4396,257120
3785,02/09/2021,Gujarat,India,263910,4397,257473
3786,02/10/2021,Gujarat,India,264165,4397,257968
3787,02/11/2021,Gujarat,India,264450,4399,258270
3788,02/12/2021,Gujarat,India,264718,4400,258551
3789,02/13/2021,Gujarat,India,264997,4400,258834
3790,02/14/2021,Gujarat,India,265244,4401,259104
3791,02/15/2021,Gujarat,India,265493,4401,259384
3792,02/16/2021,Gujarat,India,265756,4402,259655
3793,02/17/2021,Gujarat,India,266034,4403,259928
3794,02/18/2021,Gujarat,India,266297,4403,260198
3795,02/19/2021,Gujarat,India,266563,4404,260475
3796,02/20/2021,Gujarat,India,266821,4404,260745
3797,02/21/2021,Gujarat,India,267104,4405,261009
3798,02/22/2021,Gujarat,India,267419,4406,261281
3799,02/23/2021,Gujarat,India,267767,4406,261575
3800,02/24/2021,Gujarat,India,268147,4407,261871
3801,02/25/2021,Gujarat,India,268571,4408,262172
3802,02/26/2021,Gujarat,India,269031,4408,262487
3803,02/27/2021,Gujarat,India,269482,4409,262815
3804,02/28/2021,Gujarat,India,269889,4410,263116
3805,03/01/2021,Gujarat,India,270316,4410,263475
3806,03/02/2021,Gujarat,India,270770,4411,263837
3807,03/03/2021,Gujarat,India,271245,4412,264195
3808,03/04/2021,Gujarat,India,271725,4412,264564
3809,03/05/2021,Gujarat,India,272240,4413,264969
3810,03/06/2021,Gujarat,India,272811,4414,265372
3811,03/07/2021,Gujarat,India,273386,4415,265831
3812,03/08/2021,Gujarat,India,273941,4416,266313
3813,03/09/2021,Gujarat,India,274522,4418,266766
3814,03/10/2021,Gujarat,India,275197,4418,267250
3815,03/11/2021,Gujarat,India,275907,4418,267701
3816,03/12/2021,Gujarat,India,276622,4420,268196
3817,03/13/2021,Gujarat,India,277397,4422,268775
3818,03/14/2021,Gujarat,India,278207,4424,269361
3819,03/15/2021,Gujarat,India,279097,4425,269955
3820,03/16/2021,Gujarat,India,280051,4427,270658
3821,03/17/2021,Gujarat,India,281173,4430,271433
3822,03/18/2021,Gujarat,India,282449,4433,272332
3823,03/19/2021,Gujarat,India,283864,4437,273280
3824,03/20/2021,Gujarat,India,285429,4443,274249
3825,03/21/2021,Gujarat,India,287009,4450,275238
3826,03/22/2021,Gujarat,India,288649,4454,276348
3827,03/23/2021,Gujarat,India,290379,4458,277603
3828,03/24/2021,Gujarat,India,292169,4466,278880
3829,03/25/2021,Gujarat,India,294130,4473,280285
3830,03/26/2021,Gujarat,India,296320,4479,281707
3831,03/27/2021,Gujarat,India,298596,4484,283241
3832,03/28/2021,Gujarat,India,300866,4492,284846
3833,03/29/2021,Gujarat,India,303118,4500,286577
3834,03/30/2021,Gujarat,India,305338,4510,288565
3835,03/31/2021,Gujarat,India,307698,4519,290569
3836,04/01/2021,Gujarat,India,310108,4528,292584
3837,04/02/2021,Gujarat,India,312748,4539,294650
3838,04/03/2021,Gujarat,India,315563,4552,296713
3839,04/04/2021,Gujarat,India,318438,4566,298737
3840,04/05/2021,Gujarat,India,321598,4581,300765
3841,04/06/2021,Gujarat,India,324878,4598,302932
3842,04/07/2021,Gujarat,India,328453,4620,305149
3843,04/08/2021,Gujarat,India,332474,4655,307346
3844,04/09/2021,Gujarat,India,337015,4697,309626
3845,04/10/2021,Gujarat,India,342026,4746,312151
3846,04/11/2021,Gujarat,India,347495,4800,315127
3847,04/12/2021,Gujarat,India,353516,4855,317981
3848,04/13/2021,Gujarat,India,360206,4922,320729
3849,04/14/2021,Gujarat,India,367616,4995,323371
3850,04/15/2021,Gujarat,India,375768,5076,326394
3851,04/16/2021,Gujarat,India,384688,5170,329781
3852,04/17/2021,Gujarat,India,394229,5267,333564
3853,04/18/2021,Gujarat,India,404569,5377,337545
3854,04/19/2021,Gujarat,India,415972,5494,341724
3855,04/20/2021,Gujarat,India,428178,5615,346063
3856,04/21/2021,Gujarat,India,440731,5740,350865
3857,04/22/2021,Gujarat,India,453836,5877,355875
3858,04/23/2021,Gujarat,India,467640,6019,361493
3859,04/24/2021,Gujarat,India,481737,6171,367972
3860,04/25/2021,Gujarat,India,496033,6328,374699
3861,04/26/2021,Gujarat,India,510373,6486,382426
3862,04/27/2021,Gujarat,India,524725,6656,390229
3863,04/28/2021,Gujarat,India,538845,6830,398824
3864,04/29/2021,Gujarat,India,553172,7010,408368
3865,04/30/2021,Gujarat,India,567777,7183,418548
3866,05/01/2021,Gujarat,India,581624,7355,429130
3867,05/02/2021,Gujarat,India,594602,7508,440276
3868,05/03/2021,Gujarat,India,607422,7648,452275
3869,05/04/2021,Gujarat,India,620472,7779,464396
3870,05/05/2021,Gujarat,India,633427,7912,477391
3871,05/06/2021,Gujarat,India,645972,8035,490412
3872,05/07/2021,Gujarat,India,658036,8154,503497
3873,05/08/2021,Gujarat,India,669928,8273,518234
3874,05/09/2021,Gujarat,India,681012,8394,533004
3875,05/10/2021,Gujarat,India,692604,8511,547935
3876,05/11/2021,Gujarat,India,703594,8629,563133
3877,05/12/2021,Gujarat,India,714611,8731,578397
3878,05/13/2021,Gujarat,India,725353,8840,593666
3879,05/14/2021,Gujarat,India,735348,8944,609031
3880,05/15/2021,Gujarat,India,744409,9039,624107
3881,05/16/2021,Gujarat,India,752619,9121,638590
3882,05/17/2021,Gujarat,India,759754,9202,650932
3883,05/18/2021,Gujarat,India,766201,9269,660489
3884,05/19/2021,Gujarat,India,771447,9340,669490
3885,05/20/2021,Gujarat,India,776220,9404,677798
3886,05/21/2021,Gujarat,India,780471,9469,686581
3887,05/22/2021,Gujarat,India,784676,9523,695026
3888,05/23/2021,Gujarat,India,788470,9576,703760
3889,05/24/2021,Gujarat,India,791657,9621,713065
3890,05/25/2021,Gujarat,India,794912,9665,722741
3891,05/26/2021,Gujarat,India,797997,9701,732748
3892,05/27/2021,Gujarat,India,800866,9734,742050
3893,05/28/2021,Gujarat,India,803387,9761,750015
3894,05/29/2021,Gujarat,India,805617,9790,757124
3895,06/10/2020,Haryana,India,5209,45,2134
3896,06/11/2020,Haryana,India,5968,64,2260
3897,06/12/2020,Haryana,India,5968,64,2260
3898,06/13/2020,Haryana,India,6334,70,2475
3899,06/14/2020,Haryana,India,6749,78,2803
3900,06/15/2020,Haryana,India,7722,100,3565
3901,06/16/2020,Haryana,India,8272,118,3748
3902,06/17/2020,Haryana,India,8832,130,3952
3903,06/18/2020,Haryana,India,9218,134,4556
3904,06/19/2020,Haryana,India,9743,144,4889
3905,06/20/2020,Haryana,India,10223,149,5128
3906,06/21/2020,Haryana,India,10635,160,5557
3907,06/22/2020,Haryana,India,11025,169,5916
3908,06/23/2020,Haryana,India,11520,178,6498
3909,06/24/2020,Haryana,India,12010,188,6925
3910,06/25/2020,Haryana,India,12463,198,7380
3911,06/26/2020,Haryana,India,12884,211,8016
3912,06/27/2020,Haryana,India,13427,218,8472
3913,06/28/2020,Haryana,India,13829,223,8917
3914,06/29/2020,Haryana,India,14210,232,9502
3915,06/30/2020,Haryana,India,14548,236,9972
3916,07/01/2020,Haryana,India,14941,240,10499
3917,07/02/2020,Haryana,India,15509,251,11019
3918,07/03/2020,Haryana,India,16003,255,11691
3919,07/04/2020,Haryana,India,16548,260,12257
3920,07/05/2020,Haryana,India,17005,265,12944
3921,07/06/2020,Haryana,India,17504,276,13335
3922,07/07/2020,Haryana,India,17999,279,13645
3923,07/08/2020,Haryana,India,18690,282,14106
3924,07/09/2020,Haryana,India,19369,287,14510
3925,07/10/2020,Haryana,India,19934,290,14904
3926,07/11/2020,Haryana,India,20582,297,15394
3927,07/12/2020,Haryana,India,21240,301,15983
3928,07/13/2020,Haryana,India,21894,308,16602
3929,07/14/2020,Haryana,India,22628,312,17090
3930,07/15/2020,Haryana,India,23306,319,17667
3931,07/16/2020,Haryana,India,24002,322,18185
3932,07/17/2020,Haryana,India,24797,327,18718
3933,07/18/2020,Haryana,India,25547,344,19318
3934,07/19/2020,Haryana,India,26164,349,19793
3935,07/20/2020,Haryana,India,26858,355,20226
3936,07/21/2020,Haryana,India,27462,364,20952
3937,07/22/2020,Haryana,India,28186,372,21697
3938,07/23/2020,Haryana,India,28975,378,22249
3939,07/24/2020,Haryana,India,29755,382,22953
3940,07/25/2020,Haryana,India,30538,389,23654
3941,07/26/2020,Haryana,India,31332,392,24384
3942,07/27/2020,Haryana,India,32127,397,25046
3943,07/28/2020,Haryana,India,32127,397,25046
3944,07/29/2020,Haryana,India,33631,413,26420
3945,07/30/2020,Haryana,India,34254,417,27340
3946,07/31/2020,Haryana,India,34965,421,28227
3947,08/01/2020,Haryana,India,35758,428,29080
3948,08/02/2020,Haryana,India,36519,433,29690
3949,08/03/2020,Haryana,India,37173,440,30470
3950,08/04/2020,Haryana,India,37796,448,31226
3951,08/05/2020,Haryana,India,38548,455,31960
3952,08/06/2020,Haryana,India,39303,458,32640
3953,08/07/2020,Haryana,India,40054,467,33444
3954,08/08/2020,Haryana,India,40843,474,34031
3955,08/09/2020,Haryana,India,41635,483,34781
3956,08/10/2020,Haryana,India,42429,489,35492
3957,08/11/2020,Haryana,India,43227,500,36082
3958,08/12/2020,Haryana,India,44024,503,36694
3959,08/13/2020,Haryana,India,44817,511,37486
3960,08/14/2020,Haryana,India,45614,518,38348
3961,08/15/2020,Haryana,India,46410,528,38939
3962,08/16/2020,Haryana,India,47153,538,39601
3963,08/17/2020,Haryana,India,48040,550,40610
3964,08/18/2020,Haryana,India,48936,557,41298
3965,08/19/2020,Haryana,India,49930,567,42056
3966,08/20/2020,Haryana,India,50926,578,42793
3967,08/21/2020,Haryana,India,52129,585,43413
3968,08/22/2020,Haryana,India,53290,597,44013
3969,08/23/2020,Haryana,India,54386,603,44822
3970,08/24/2020,Haryana,India,55460,613,45405
3971,08/25/2020,Haryana,India,56608,623,46496
3972,08/26/2020,Haryana,India,58005,634,47613
3973,08/27/2020,Haryana,India,59298,646,48690
3974,08/28/2020,Haryana,India,60596,661,49710
3975,08/29/2020,Haryana,India,61987,670,50711
3976,08/30/2020,Haryana,India,63282,682,51620
3977,08/31/2020,Haryana,India,64732,689,52672
3978,09/01/2020,Haryana,India,66426,706,53835
3979,09/02/2020,Haryana,India,68218,721,54875
3980,09/03/2020,Haryana,India,70099,740,55889
3981,09/04/2020,Haryana,India,71983,759,57171
3982,09/05/2020,Haryana,India,74272,781,58580
3983,09/06/2020,Haryana,India,76549,806,60051
3984,09/07/2020,Haryana,India,78773,829,61611
3985,09/08/2020,Haryana,India,81059,854,63315
3986,09/09/2020,Haryana,India,83353,882,65143
3987,09/10/2020,Haryana,India,85944,907,66705
3988,09/11/2020,Haryana,India,88332,932,68525
3989,09/12/2020,Haryana,India,91115,956,70713
3990,09/13/2020,Haryana,India,93641,975,72587
3991,09/14/2020,Haryana,India,93641,975,72587
3992,09/15/2020,Haryana,India,98622,1026,77166
3993,09/16/2020,Haryana,India,101316,1045,78937
3994,09/17/2020,Haryana,India,103773,1069,81690
3995,09/18/2020,Haryana,India,106261,1092,83878
3996,09/19/2020,Haryana,India,108952,1120,86150
3997,09/20/2020,Haryana,India,111257,1149,88697
3998,09/21/2020,Haryana,India,113075,1177,90884
3999,09/22/2020,Haryana,India,114870,1206,93776
4000,09/23/2020,Haryana,India,116856,1233,96347
4001,09/24/2020,Haryana,India,118554,1255,98410
4002,09/25/2020,Haryana,India,120578,1273,101273
4003,09/26/2020,Haryana,India,122267,1291,103827
4004,09/27/2020,Haryana,India,123782,1307,105990
4005,09/28/2020,Haryana,India,125412,1331,108411
4006,09/29/2020,Haryana,India,126974,1356,110814
4007,09/30/2020,Haryana,India,128599,1382,112877
4008,10/01/2020,Haryana,India,129912,1402,115038
4009,10/02/2020,Haryana,India,131388,1425,116716
4010,10/03/2020,Haryana,India,132576,1450,118258
4011,10/04/2020,Haryana,India,133878,1470,120341
4012,10/05/2020,Haryana,India,134909,1491,121596
4013,10/06/2020,Haryana,India,136115,1509,123286
4014,10/07/2020,Haryana,India,137398,1528,124841
4015,10/08/2020,Haryana,India,138682,1548,126267
4016,10/09/2020,Haryana,India,139932,1562,127540
4017,10/10/2020,Haryana,India,141090,1572,128841
4018,10/11/2020,Haryana,India,142155,1579,130003
4019,10/12/2020,Haryana,India,143221,1592,131228
4020,10/13/2020,Haryana,India,144302,1601,132382
4021,10/14/2020,Haryana,India,145507,1614,133706
4022,10/15/2020,Haryana,India,146706,1623,134719
4023,10/16/2020,Haryana,India,147933,1634,135858
4024,10/17/2020,Haryana,India,149081,1640,137176
4025,10/18/2020,Haryana,India,150033,1640,138351
4026,10/19/2020,Haryana,India,151234,1648,139511
4027,10/20/2020,Haryana,India,152174,1660,140436
4028,10/21/2020,Haryana,India,153367,1674,141506
4029,10/22/2020,Haryana,India,154495,1688,142798
4030,10/23/2020,Haryana,India,155765,1705,143978
4031,10/24/2020,Haryana,India,157064,1720,145196
4032,10/25/2020,Haryana,India,158304,1727,146282
4033,10/26/2020,Haryana,India,159457,1737,147566
4034,10/27/2020,Haryana,India,160705,1750,148503
4035,10/28/2020,Haryana,India,162223,1758,149451
4036,10/29/2020,Haryana,India,163817,1766,150660
4037,10/30/2020,Haryana,India,165467,1777,151839
4038,10/31/2020,Haryana,India,167210,1789,153230
4039,11/01/2020,Haryana,India,168880,1795,154451
4040,11/02/2020,Haryana,India,170446,1810,155717
4041,11/03/2020,Haryana,India,172130,1817,156975
4042,11/04/2020,Haryana,India,174082,1836,158136
4043,11/05/2020,Haryana,India,176146,1859,159643
4044,11/06/2020,Haryana,India,178413,1880,161176
4045,11/07/2020,Haryana,India,180424,1897,162814
4046,11/08/2020,Haryana,India,182804,1912,164444
4047,11/09/2020,Haryana,India,185231,1919,166595
4048,11/10/2020,Haryana,India,187777,1935,168421
4049,11/11/2020,Haryana,India,190323,1960,170250
4050,11/12/2020,Haryana,India,193111,1979,172265
4051,11/13/2020,Haryana,India,195799,2006,174380
4052,11/14/2020,Haryana,India,197917,2011,176368
4053,11/15/2020,Haryana,India,199874,2019,178298
4054,11/16/2020,Haryana,India,202027,2038,180647
4055,11/17/2020,Haryana,India,204477,2063,183261
4056,11/18/2020,Haryana,India,207039,2093,185403
4057,11/19/2020,Haryana,India,209251,2113,187559
4058,11/20/2020,Haryana,India,212355,2138,190067
4059,11/21/2020,Haryana,India,215021,2163,192533
4060,11/22/2020,Haryana,India,217300,2188,194768
4061,11/23/2020,Haryana,India,219963,2216,197335
4062,11/24/2020,Haryana,India,222292,2249,199278
4063,11/25/2020,Haryana,India,224489,2291,201250
4064,11/26/2020,Haryana,India,226611,2316,203517
